series,channel,index,magnitude
ILI_state_CA,growth,638,0.09807470145066206
ILI_state_CA,level,129,0.1775021678563915
ILI_state_CA,level,256,0.1394258991121189
ILI_state_CA,level,376,0.15749631085597637
ILI_state_CA,level,380,0.10263516422018815
ILI_state_CA,level,481,0.11869368066824859
ILI_state_CA,level,488,0.29535303956837944
ILI_state_CA,level,534,0.5150048970876601
ILI_state_CA,level,540,0.35543391926886164
ILI_state_CA,level,549,0.563045110926206
ILI_state_CA,level,562,0.5151140706242708
ILI_state_CA,level,573,0.3759849321444646
ILI_state_CA,level,591,0.38804258261978375
ILI_state_CA,level,602,0.6748677211262852
ILI_state_CA,level,629,0.34784532787276845
ILI_state_CA,level,636,0.31861643951750196
ILI_state_FL,growth,53,0.052143160680302
ILI_state_FL,growth,55,0.061676597455450476
ILI_state_FL,growth,62,0.028844340112337833
ILI_state_FL,growth,64,0.09137577451842605
ILI_state_FL,growth,77,0.03548068621890784
ILI_state_FL,growth,85,0.060072596620373606
ILI_state_FL,growth,93,0.052833135817989055
ILI_state_FL,growth,98,0.06552656145035848
ILI_state_FL,growth,103,0.04117404755644334
ILI_state_FL,growth,104,0.002417233692182312
ILI_state_FL,growth,114,0.012453843977466295
ILI_state_FL,growth,116,0.05888602964294705
ILI_state_FL,level,54,0.1818797942915482
ILI_state_FL,level,63,0.22171854753661946
ILI_state_FL,level,83,0.2676597938024028
ILI_state_FL,level,95,0.38607945454065695
ILI_state_FL,level,104,0.2536703436492982
ILI_state_FL,level,115,0.19851909017929925
ILI_state_IL,growth,219,0.22929206400733548
ILI_state_IL,growth,221,0.004290847274571592
ILI_state_IL,growth,383,0.13377894275694213
ILI_state_IL,growth,387,0.1931330403494
ILI_state_IL,growth,489,0.06847277711739934
ILI_state_IL,growth,490,0.13212403682645868
ILI_state_IL,growth,492,0.1195838657672963
ILI_state_IL,growth,493,0.03262994364581477
ILI_state_IL,growth,541,0.0843482350229331
ILI_state_IL,growth,542,0.4613138605098477
ILI_state_IL,growth,544,0.4715854764770967
ILI_state_IL,growth,545,0.13098753973157076
ILI_state_IL,growth,553,0.06677185185271263
ILI_state_IL,growth,578,0.10746004240913773
ILI_state_IL,growth,579,0.0016036418575481881
ILI_state_IL,growth,596,0.2124702775497011
ILI_state_IL,growth,597,0.0532717195906069
ILI_state_IL,growth,636,0.16325223226654512
ILI_state_IL,growth,639,0.21332921286632953
ILI_state_IL,level,63,0.20437454591766546
ILI_state_IL,level,71,0.31790035096547875
ILI_state_IL,level,120,0.20528459835661494
ILI_state_IL,level,216,0.09937808921527425
ILI_state_IL,level,221,0.3094346690485442
ILI_state_IL,level,375,0.3617220243448669
ILI_state_IL,level,385,0.5419722988620976
ILI_state_IL,level,469,0.3769372047629833
ILI_state_IL,level,498,0.41638308554035486
ILI_state_IL,level,532,0.9007439255736801
ILI_state_IL,level,542,0.24154793563860869
ILI_state_IL,level,545,0.6063930632732042
ILI_state_IL,level,553,0.955686098100974
ILI_state_IL,level,590,0.32921976195978986
ILI_state_IL,level,599,0.6427894244146278
ILI_state_IL,level,630,0.1486467853023694
ILI_state_IL,level,637,0.748478357246449
ILI_state_NY,growth,231,0.02363177870856087
ILI_state_NY,growth,232,0.12589285733415845
ILI_state_NY,growth,233,0.015215932260977432
ILI_state_NY,growth,278,0.08324624689596358
ILI_state_NY,growth,283,0.18591165777123506
ILI_state_NY,growth,284,0.051836217412280026
ILI_state_NY,growth,378,0.10239417050441173
ILI_state_NY,growth,384,0.23101378431208397
ILI_state_NY,growth,388,0.12343682486483765
ILI_state_NY,growth,483,0.07688809395697407
ILI_state_NY,growth,484,0.17952039701291606
ILI_state_NY,growth,490,0.2134116853640642
ILI_state_NY,growth,492,0.023876909092179953
ILI_state_NY,growth,493,0.27070120618061294
ILI_state_NY,growth,495,0.4845693056079301
ILI_state_NY,growth,496,0.311225769873911
ILI_state_NY,growth,500,0.18203036982022708
ILI_state_NY,growth,546,0.015158351435190648
ILI_state_NY,growth,547,0.1118407830260914
ILI_state_NY,growth,548,0.01057819041253677
ILI_state_NY,growth,587,0.09115823922484319
ILI_state_NY,growth,589,0.12557285735282228
ILI_state_NY,growth,595,0.14835053706040702
ILI_state_NY,growth,599,0.06781888216271892
ILI_state_NY,growth,625,0.1725058750301396
ILI_state_NY,growth,626,0.04143883808798233
ILI_state_NY,growth,635,0.29912468972451034
ILI_state_NY,growth,640,0.25789611169989657
ILI_state_NY,growth,694,0.06095579047591482
ILI_state_NY,growth,695,0.09666980722587967
ILI_state_NY,growth,698,0.11458228790188885
ILI_state_NY,growth,699,0.00637309592599263
ILI_state_NY,level,62,0.29043652065873327
ILI_state_NY,level,73,0.29991519628227936
ILI_state_NY,level,380,0.23354305789550356
ILI_state_NY,level,387,0.2649189082015162
ILI_state_NY,level,477,0.44006794564627394
ILI_state_NY,level,493,0.11477448287745284
ILI_state_NY,level,497,0.8109754876460167
ILI_state_NY,level,500,0.8823763868220369
ILI_state_NY,level,532,0.35395157018994094
ILI_state_NY,level,547,0.5074532028047511
ILI_state_NY,level,560,0.3127829227667591
ILI_state_NY,level,588,0.5180204210150152
ILI_state_NY,level,599,0.7518331457328943
ILI_state_NY,level,629,0.5278442784805433
ILI_state_NY,level,638,0.6228434601015724
ILI_state_TX,growth,18,0.02840852508742701
ILI_state_TX,growth,19,0.3561693764081598
ILI_state_TX,growth,21,0.06891457861719244
ILI_state_TX,growth,70,0.13014509477983552
ILI_state_TX,growth,71,0.10802893629249283
ILI_state_TX,growth,217,0.10048123823512034
ILI_state_TX,growth,219,0.22565819606546886
ILI_state_TX,growth,220,0.054811223073818624
ILI_state_TX,growth,221,0.15114558902294667
ILI_state_TX,growth,487,0.06772020923045192
ILI_state_TX,growth,488,0.1453640822639165
ILI_state_TX,growth,489,0.09192875108868481
ILI_state_TX,growth,490,0.09381561931902523
ILI_state_TX,growth,493,0.1239497106493432
ILI_state_TX,growth,494,0.07935166767950519
ILI_state_TX,growth,538,0.0034289976782670775
ILI_state_TX,growth,539,0.14748128077775735
ILI_state_TX,growth,540,0.08539447829074284
ILI_state_TX,growth,541,0.1540654753722283
ILI_state_TX,growth,542,0.14483766136771342
ILI_state_TX,growth,631,0.24069343067542193
ILI_state_TX,growth,641,0.2414102991874329
ILI_state_TX,growth,642,0.0260661077240694
ILI_state_TX,growth,693,0.14548661583012443
ILI_state_TX,growth,694,0.10157193398189279
ILI_state_TX,growth,700,0.08136107109164607
ILI_state_TX,growth,701,0.12817258882167448
ILI_state_TX,level,19,0.21341116849054553
ILI_state_TX,level,21,0.07573695118833146
ILI_state_TX,level,61,0.3728822935773727
ILI_state_TX,level,71,0.5900684870151888
ILI_state_TX,level,374,0.5216830345696013
ILI_state_TX,level,383,0.645766633284762
ILI_state_TX,level,474,0.594669390533558
ILI_state_TX,level,488,0.567689407890815
ILI_state_TX,level,497,0.44988502202293734
ILI_state_TX,level,532,0.5227163767011096
ILI_state_TX,level,548,0.6658244839464704
ILI_state_TX,level,624,0.5761620470598108
ILI_state_TX,level,636,0.6388480608415785
ILI_state_TX,level,678,0.41211286882538967
ILI_state_TX,level,694,0.18731368534054416
ILI_state_TX,level,701,0.42333302495464475
ILI_state_WA,growth,377,0.024019287064961408
ILI_state_WA,growth,378,0.25676223298543627
ILI_state_WA,growth,380,0.000844624901224075
ILI_state_WA,growth,438,0.0714600888491374
ILI_state_WA,growth,439,0.24473811003938645
ILI_state_WA,growth,440,0.03554644415000128
ILI_state_WA,growth,490,0.026455302919515512
ILI_state_WA,growth,491,0.35530568432047127
ILI_state_WA,growth,492,0.15406239362468324
ILI_state_WA,growth,539,0.1393233346948567
ILI_state_WA,growth,540,0.2114160192473528
ILI_state_WA,growth,541,0.005159425138377451
ILI_state_WA,growth,542,0.3536518481924502
ILI_state_WA,growth,543,0.1637780982597854
ILI_state_WA,growth,544,0.5177191601193954
ILI_state_WA,growth,545,0.5292027384556264
ILI_state_WA,growth,546,0.01990055325561238
ILI_state_WA,growth,594,0.2538391363324588
ILI_state_WA,growth,595,0.0038587404609567626
ILI_state_WA,growth,596,0.32201615481794266
ILI_state_WA,growth,629,0.14185470271593514
ILI_state_WA,growth,633,0.5515552397835737
ILI_state_WA,growth,640,0.30448650248222636
ILI_state_WA,level,64,0.21468485024085218
ILI_state_WA,level,74,0.613109743787578
ILI_state_WA,level,271,0.32532837623493577
ILI_state_WA,level,278,0.5091932473933001
ILI_state_WA,level,331,0.3636774788638899
ILI_state_WA,level,341,0.3030774001453015
ILI_state_WA,level,469,0.7995847002459291
ILI_state_WA,level,477,0.6433153095081716
ILI_state_WA,level,483,0.3062097844414924
ILI_state_WA,level,491,0.4452690790193291
ILI_state_WA,level,492,0.570647398806618
ILI_state_WA,level,534,0.8063921293241207
ILI_state_WA,level,544,0.18926306144775884
ILI_state_WA,level,546,0.7549819284807522
ILI_state_WA,level,550,0.8389491704745352
ILI_state_WA,level,592,0.1979244470011594
ILI_state_WA,level,598,0.6603555958999494
ILI_state_WA,level,631,0.5041552865165239
ILI_state_WA,level,638,0.95583363844651
FluNetpos_AFR,growth,43,0.04655250688322399
FluNetpos_AFR,growth,44,0.26803377449544774
FluNetpos_AFR,growth,45,0.014194807182654461
FluNetpos_AFR,growth,53,0.031493521681526936
FluNetpos_AFR,growth,54,0.3225940310746772
FluNetpos_AFR,growth,55,0.019218601782095446
FluNetpos_AFR,growth,224,0.0654010942616589
FluNetpos_AFR,growth,225,0.404700966068371
FluNetpos_AFR,growth,226,0.16359595027021423
FluNetpos_AFR,growth,274,0.2795002367412187
FluNetpos_AFR,growth,276,0.342965332440136
FluNetpos_AFR,growth,305,0.009882524847588116
FluNetpos_AFR,growth,306,0.29082829997170484
FluNetpos_AFR,growth,307,0.05340252369750072
FluNetpos_AFR,level,31,0.139908773730272
FluNetpos_AFR,level,81,0.49829405604660604
FluNetpos_AFR,level,90,0.5310922879355138
FluNetpos_AFR,level,130,0.21718507349325034
FluNetpos_AFR,level,275,2.0507300541801534
FluNetpos_AFR,level,290,1.4822557263073683
FluNetpos_AFR,level,344,0.7168967125536079
FluNetpos_AFR,level,355,0.5180475129341526
FluNetpos_AFR,level,480,0.45604061416266806
FluNetpos_AMR,growth,51,0.022587071912052926
FluNetpos_AMR,growth,52,0.6081625452684819
FluNetpos_AMR,growth,60,0.25152341171896825
FluNetpos_AMR,growth,103,0.17001233818747313
FluNetpos_AMR,growth,104,0.14750736710722764
FluNetpos_AMR,growth,270,0.1808783730495796
FluNetpos_AMR,growth,272,0.18994670612315567
FluNetpos_AMR,growth,324,0.34423522792795325
FluNetpos_AMR,growth,325,0.07557343882750406
FluNetpos_AMR,growth,376,0.18613871963039322
FluNetpos_AMR,growth,377,0.1983003277299386
FluNetpos_AMR,growth,400,0.11450385100641963
FluNetpos_AMR,growth,410,0.39739250896518713
FluNetpos_AMR,growth,428,0.2845532660242167
FluNetpos_AMR,growth,429,0.08676603457059323
FluNetpos_AMR,level,52,0.38276772961034333
FluNetpos_AMR,level,57,0.7671068033482233
FluNetpos_AMR,level,272,1.8163166598184688
FluNetpos_AMR,level,309,0.9922771782831694
FluNetpos_AMR,level,325,1.0009659356474039
FluNetpos_AMR,level,377,1.3699151536056546
FluNetpos_AMR,level,388,0.8067487943840628
FluNetpos_AMR,level,404,1.2439741693476167
FluNetpos_AMR,level,419,1.9060636122941106
FluNetpos_AMR,level,429,0.8217957688618307
FluNetpos_AMR,level,523,0.7103522562487619
FluNetpos_EMR,growth,82,0.05189159696110024
FluNetpos_EMR,growth,84,0.33880501796551515
FluNetpos_EMR,growth,86,0.10339199218684107
FluNetpos_EMR,growth,269,0.39269429508655923
FluNetpos_EMR,growth,273,0.4924975516066785
FluNetpos_EMR,growth,277,0.47911555889533264
FluNetpos_EMR,growth,280,0.25085492556910477
FluNetpos_EMR,growth,281,0.20482812069342704
FluNetpos_EMR,growth,282,0.15860155202775467
FluNetpos_EMR,growth,284,0.37709367501176383
FluNetpos_EMR,growth,285,0.24648729064003294
FluNetpos_EMR,growth,287,0.32521108432749235
FluNetpos_EMR,growth,290,0.016624398685571196
FluNetpos_EMR,growth,291,0.43848327424260053
FluNetpos_EMR,growth,292,0.06312806843699367
FluNetpos_EMR,growth,299,0.015264713556434696
FluNetpos_EMR,growth,300,0.2989286136425846
FluNetpos_EMR,growth,311,0.08917518774056599
FluNetpos_EMR,growth,312,0.21343621271276925
FluNetpos_EMR,growth,342,0.0005151095647375099
FluNetpos_EMR,growth,343,0.3170110458975124
FluNetpos_EMR,growth,353,0.4667297767970055
FluNetpos_EMR,growth,355,0.11252011361997388
FluNetpos_EMR,growth,395,0.23765835749769265
FluNetpos_EMR,growth,396,0.13214744915143473
FluNetpos_EMR,growth,602,0.11611714792267089
FluNetpos_EMR,level,91,0.507536104824045
FluNetpos_EMR,level,120,0.8251719552415855
FluNetpos_EMR,level,272,1.8036887899973262
FluNetpos_EMR,level,296,1.165866785175946
FluNetpos_EMR,level,312,1.0829371799861098
FluNetpos_EMR,level,379,1.2680908532680626
FluNetpos_EMR,level,396,0.5852436895824087
FluNetpos_EUR,growth,264,0.061889407276162614
FluNetpos_EUR,growth,265,0.27670971383057325
FluNetpos_EUR,growth,266,0.03740722669534011
FluNetpos_EUR,growth,267,0.3349499950272804
FluNetpos_EUR,growth,277,0.09364175695244456
FluNetpos_EUR,growth,278,0.3366644125130749
FluNetpos_EUR,growth,308,0.2995933619709185
FluNetpos_EUR,growth,313,0.6076138340576812
FluNetpos_EUR,growth,316,0.16351989490924826
FluNetpos_EUR,growth,317,0.12015640652126922
FluNetpos_EUR,growth,318,0.11835822854876968
FluNetpos_EUR,growth,319,0.17852191073306128
FluNetpos_EUR,growth,322,0.3307510577717694
FluNetpos_EUR,growth,329,0.31007620762129673
FluNetpos_EUR,growth,330,0.03297834913143627
FluNetpos_EUR,growth,368,0.36367899785191304
FluNetpos_EUR,growth,369,0.048338728707807865
FluNetpos_EUR,growth,370,0.4906176864323861
FluNetpos_EUR,growth,371,0.027868733316677524
FluNetpos_EUR,growth,374,0.3187179711354396
FluNetpos_EUR,growth,379,0.43667785301066686
FluNetpos_EUR,growth,581,0.3594446005256413
FluNetpos_EUR,growth,582,0.035053643901249654
FluNetpos_EUR,level,272,0.9370274539758578
FluNetpos_EUR,level,310,1.9161375887427956
FluNetpos_EUR,level,326,1.7144279812701881
FluNetpos_EUR,level,377,1.8865675563000242
FluNetpos_EUR,level,386,0.4551029230480239
FluNetpos_EUR,level,530,0.8501275309314993
FluNetpos_EUR,level,540,0.5591233729898604
FluNetpos_SEAR,growth,175,0.31022969455258387
FluNetpos_SEAR,growth,176,0.09435764743847219
FluNetpos_SEAR,growth,270,0.40604716605657637
FluNetpos_SEAR,growth,275,0.6015136046880656
FluNetpos_SEAR,growth,276,0.2235631945867892
FluNetpos_SEAR,growth,277,0.37728240605059565
FluNetpos_SEAR,growth,278,0.2841006240572138
FluNetpos_SEAR,growth,279,0.21020314035914855
FluNetpos_SEAR,growth,280,0.23106699191689842
FluNetpos_SEAR,growth,281,0.1691505585547301
FluNetpos_SEAR,growth,287,0.25418789892644406
FluNetpos_SEAR,growth,288,0.2552462834444105
FluNetpos_SEAR,growth,294,0.09114436184218226
FluNetpos_SEAR,growth,295,0.5814432286972189
FluNetpos_SEAR,growth,300,0.5206228073471637
FluNetpos_SEAR,growth,301,0.347795316717738
FluNetpos_SEAR,growth,302,0.0628612994621782
FluNetpos_SEAR,growth,305,0.24122983509084744
FluNetpos_SEAR,growth,306,0.4678330605339653
FluNetpos_SEAR,growth,307,0.13824028225738236
FluNetpos_SEAR,growth,369,0.11473328167259667
FluNetpos_SEAR,growth,371,0.19805324168938881
FluNetpos_SEAR,growth,372,0.013880866071629562
FluNetpos_SEAR,level,273,1.7113503649998225
FluNetpos_SEAR,level,335,1.076281765273415
FluNetpos_SEAR,level,347,0.7927582118962415
FluNetpos_SEAR,level,376,0.61400373043016
FluNetpos_SEAR,level,407,0.6490787217844267
FluNetpos_WPR,growth,69,0.15266751385453636
FluNetpos_WPR,growth,77,0.30298279929090016
FluNetpos_WPR,growth,96,0.16527187939109095
FluNetpos_WPR,growth,262,0.3366028150832604
FluNetpos_WPR,growth,263,0.1264577480906728
FluNetpos_WPR,growth,278,0.16828613359906727
FluNetpos_WPR,growth,305,0.14732254870821332
FluNetpos_WPR,growth,311,0.14545799920350924
FluNetpos_WPR,growth,312,0.03311194724714471
FluNetpos_WPR,growth,314,0.08585896982538098
FluNetpos_WPR,growth,315,0.25608186924890647
FluNetpos_WPR,growth,317,0.32874055734336094
FluNetpos_WPR,growth,320,0.04611773274276476
FluNetpos_WPR,growth,363,0.028096968137741693
FluNetpos_WPR,growth,364,0.05881068384805296
FluNetpos_WPR,growth,369,0.09727912324747878
FluNetpos_WPR,growth,371,0.062008686131430256
FluNetpos_WPR,growth,378,0.24504493915344328
FluNetpos_WPR,growth,386,0.18900443577182574
FluNetpos_WPR,growth,410,0.04865066177261351
FluNetpos_WPR,growth,413,0.41902070724950874
FluNetpos_WPR,growth,419,0.15905837361951672
FluNetpos_WPR,growth,422,0.2733263700585708
FluNetpos_WPR,growth,427,0.5534773799181048
FluNetpos_WPR,growth,433,0.36438443426019773
FluNetpos_WPR,growth,492,0.07405256031964758
FluNetpos_WPR,growth,512,0.38387916097426633
FluNetpos_WPR,growth,519,0.21254568812795646
FluNetpos_WPR,level,74,1.0080917501604763
FluNetpos_WPR,level,86,0.968828239404709
FluNetpos_WPR,level,168,0.7820803143998227
FluNetpos_WPR,level,215,0.8863527411118026
FluNetpos_WPR,level,240,0.7641924786391678
FluNetpos_WPR,level,268,1.600144843485209
FluNetpos_WPR,level,308,0.7809530541613554
FluNetpos_WPR,level,321,1.5538888575116716
FluNetpos_WPR,level,352,0.5313630189005145
FluNetpos_WPR,level,406,1.155293861786413
FluNetpos_WPR,level,421,2.058321032440986
FluNetpos_WPR,level,431,1.1848068023720284
FluNetpos_WPR,level,449,0.637798103672738
FluNetpos_WPR,level,504,0.8922681462808257
FluNetpos_WPR,level,516,0.9327888116403118
FluNetpos_WPR,level,581,0.5389414895841322
COVID_Brazil,growth,51,1.1965538559311135
COVID_Brazil,growth,52,1.987697921370521
COVID_Brazil,growth,103,1.1744299706178085
COVID_Brazil,growth,104,1.3552247032591744
COVID_Brazil,growth,105,0.013461107433151043
COVID_Brazil,growth,123,1.3728892854705825
COVID_Brazil,growth,124,0.8304627725258168
COVID_Brazil,growth,155,1.105193964124377
COVID_Brazil,growth,156,2.042561654874673
COVID_Brazil,growth,157,0.7430110756312531
COVID_Brazil,level,52,6.717039276268272
COVID_Brazil,level,63,4.301501303607765
COVID_Brazil,level,157,5.548841540663665
COVID_Brazil,level,183,1.5712372616900478
COVID_China,growth,51,0.7923913155563603
COVID_China,growth,52,1.9841004835771732
COVID_China,growth,53,0.43465185717098687
COVID_China,growth,103,0.4854518378468899
COVID_China,growth,104,1.1323707790837623
COVID_China,growth,105,0.9782830414120262
COVID_China,growth,152,0.32460738360006197
COVID_China,growth,156,2.3336653471790982
COVID_China,growth,157,0.42513674850018796
COVID_China,level,112,5.630850260216278
COVID_China,level,154,1.7084701527508965
COVID_China,level,157,4.705746105246625
COVID_Germany,growth,52,0.6187821616510577
COVID_Germany,growth,53,1.4161008015401264
COVID_Germany,growth,130,0.3047131395290771
COVID_Germany,growth,131,1.367875676108934
COVID_Germany,growth,156,0.9604860358041546
COVID_Germany,growth,157,0.9214478491189105
COVID_Germany,level,53,2.753817627278133
COVID_Germany,level,60,2.272006789825914
COVID_Germany,level,79,2.385031121359992
COVID_Germany,level,131,4.62183484692612
COVID_Germany,level,157,7.155427144849138
COVID_Germany,level,183,1.1603332885383901
COVID_India,growth,51,1.1199819022270234
COVID_India,growth,52,1.4598041847230872
COVID_India,growth,103,1.648250923038484
COVID_India,growth,104,0.5513002357334464
COVID_India,growth,107,2.4476303296533968
COVID_India,growth,119,1.397683338547008
COVID_India,growth,155,1.1512527331375602
COVID_India,growth,156,0.008367729060430781
COVID_India,level,52,7.120788796805506
COVID_India,level,62,2.1826878562967593
COVID_India,level,77,2.491901709485825
COVID_India,level,104,5.549167908923298
COVID_India,level,113,5.6249218501643075
COVID_India,level,150,2.10577065343241
COVID_Japan,growth,51,0.39751822252045954
COVID_Japan,growth,52,2.4796894362042465
COVID_Japan,growth,53,1.5043067218232795
COVID_Japan,growth,103,0.5827565331668509
COVID_Japan,growth,104,1.4763771143627462
COVID_Japan,growth,105,0.18388949916984934
COVID_Japan,growth,123,1.020536183819088
COVID_Japan,growth,124,1.4687715233260152
COVID_Japan,growth,156,2.4457288633880783
COVID_Japan,growth,157,1.3679612605928944
COVID_Japan,level,52,2.396277025556813
COVID_Japan,level,124,6.720668518942958
COVID_Japan,level,157,9.358205233506993
COVID_UnitedKingdom,growth,52,0.868542661584779
COVID_UnitedKingdom,growth,53,2.2807517658455043
COVID_UnitedKingdom,growth,55,2.326342228920638
COVID_UnitedKingdom,growth,105,0.9540446545467054
COVID_UnitedKingdom,growth,107,1.3685388425454577
COVID_UnitedKingdom,level,55,3.217658733052284
COVID_UnitedKingdom,level,61,2.872264559004403
COVID_UnitedKingdom,level,75,3.184686033196142
COVID_UnitedKingdom,level,137,2.0971571823414514
COVID_UnitedStates,growth,51,1.058935068521939
COVID_UnitedStates,growth,52,2.7752634719906952
COVID_UnitedStates,growth,103,0.12807775560817122
COVID_UnitedStates,growth,104,2.816359631938862
COVID_UnitedStates,growth,105,1.0508546421995018
COVID_UnitedStates,growth,123,0.9879307334808456
COVID_UnitedStates,growth,124,1.2411969607595275
COVID_UnitedStates,growth,155,1.0140278902631303
COVID_UnitedStates,growth,156,2.3579945995914104
COVID_UnitedStates,growth,157,0.8349859773471568
COVID_UnitedStates,level,52,5.574945779840597
COVID_UnitedStates,level,60,3.7389595664347492
COVID_UnitedStates,level,112,3.7257402845801426
COVID_UnitedStates,level,124,6.264293768048125
COVID_UnitedStates,level,157,6.753000944159006
COVID_UnitedStates,level,183,1.6504705949581595
COVID_World,growth,54,1.32397335706772
COVID_World,growth,55,1.0543422749998415
COVID_World,growth,106,0.5151231854428993
COVID_World,growth,107,0.8729348758111156
COVID_World,level,55,2.721675835733876
COVID_World,level,63,0.437874858491762
COVID_World,level,107,2.5980213147459175
COVID_World,level,117,1.299414826154564
COVID_World,level,159,1.0322457023461897
