panel,agent,seed,captured_seed,group_mean,group_sd,group_n
linked,robust,31,0.6231674843438488,0.20469574055694195,1.1402862379399497,25
linked,robust,32,1.0496721912710456,0.20469574055694195,1.1402862379399497,25
linked,robust,33,1.0726229722500649,0.20469574055694195,1.1402862379399497,25
linked,robust,34,-0.3831052738930514,0.20469574055694195,1.1402862379399497,25
action_revealed,meta_online,10,-0.04729743939657553,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,11,-3.882490863327279,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,12,-0.8179218661938463,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,13,-2.7173285783157017,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,14,0.38285347182858137,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,15,-8.476909821115136,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,16,-1.4354152063735808,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,17,0.6746611468220003,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,18,0.18196969990296108,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,19,-0.4360942661093792,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,20,-4.174795921439165,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,21,-33.629797559984915,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,22,0.39292555963357795,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,23,0.48548220560397315,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,24,-0.4557370186559437,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,25,-0.6570752917464142,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,26,1.0836076618037969,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,27,0.9905967906431237,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,28,1.144482169561962,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,29,1.0112297466069848,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,30,1.0918977164794696,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,31,0.8007469157314343,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,32,1.0772598812547554,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,33,0.9194229441861006,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_online,34,0.7882581436307838,-1.828218791158737,6.8488917546698165,25
action_revealed,meta_frozen,10,-1.5130825025152617,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,11,-6.413797368046995,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,12,-0.18524887068891818,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,13,-1.3141180714193976,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,14,-0.003954449579719499,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,15,-6.489474187982078,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,16,-1.325146611443615,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,17,-0.7968793659743748,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,18,-1.213423276110374,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,19,-0.7701027400253105,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,20,-2.250237733435596,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,21,-13.884394191098892,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,22,-1.423537395017366,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,23,-1.5352163780614223,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,24,0.30844417338421104,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,25,-2.861369924335088,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,26,0.3187750800700694,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,27,0.49592869478177476,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,28,0.41572542429429876,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,29,-0.8658803032731125,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,30,0.3977989306025448,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,31,0.22152796923701157,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,32,-0.19466406880602227,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,33,0.5810048708470926,-1.589582062111951,3.106524337013697,25
action_revealed,meta_frozen,34,0.5617707417977637,-1.589582062111951,3.106524337013697,25
action_revealed,meta_oracle,10,0.9405401722218876,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,11,-1.1390120572772022,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,12,1.140923836792092,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,13,0.2373165553411405,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,14,0.9838700157649087,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,15,0.9275382951804071,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,16,-0.8154358354252949,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,17,0.9513413864057039,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,18,1.1738427625260799,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,19,0.9172814128568936,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,20,1.1481095835378308,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,21,5.195630531136264,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,22,0.8280788924921569,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,23,-2.0695613610697245,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,24,0.61507675726247,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,25,-0.7000245443298339,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,26,1.1987642585254366,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,27,0.9972737269972327,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,28,0.941138435211165,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,29,1.1992764068355721,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,30,1.4020133812286217,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,31,0.9418398461513482,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,32,1.2486671012998785,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,33,1.0627883123942352,0.81136908636926,1.2338921604147592,25
action_revealed,meta_oracle,34,0.9569492871722272,0.81136908636926,1.2338921604147592,25
action_revealed,robust,10,-1.9293562964583546,-4.377939979124795,6.446727544063857,25
action_revealed,robust,11,-7.026626137557541,-4.377939979124795,6.446727544063857,25
action_revealed,robust,12,-0.7313303338580206,-4.377939979124795,6.446727544063857,25
action_revealed,robust,13,-4.380840938630518,-4.377939979124795,6.446727544063857,25
action_revealed,robust,14,-0.3499780435728863,-4.377939979124795,6.446727544063857,25
action_revealed,robust,15,-8.472046693180522,-4.377939979124795,6.446727544063857,25
action_revealed,robust,16,-1.6292674797004043,-4.377939979124795,6.446727544063857,25
action_revealed,robust,17,-1.1455429550962912,-4.377939979124795,6.446727544063857,25
action_revealed,robust,18,-1.2280081599449528,-4.377939979124795,6.446727544063857,25
action_revealed,robust,19,-0.870092570890926,-4.377939979124795,6.446727544063857,25
action_revealed,robust,20,-4.337749981451049,-4.377939979124795,6.446727544063857,25
action_revealed,robust,21,-33.49239988299077,-4.377939979124795,6.446727544063857,25
action_revealed,robust,22,-1.5046522450388282,-4.377939979124795,6.446727544063857,25
action_revealed,robust,23,-2.0627014272952766,-4.377939979124795,6.446727544063857,25
action_revealed,robust,24,-2.5801433663556272,-4.377939979124795,6.446727544063857,25
action_revealed,robust,25,-9.986571487679162,-4.377939979124795,6.446727544063857,25
action_revealed,robust,26,-3.2661424982292573,-4.377939979124795,6.446727544063857,25
action_revealed,robust,27,-0.7464686151170931,-4.377939979124795,6.446727544063857,25
action_revealed,robust,28,-2.803366528853938,-4.377939979124795,6.446727544063857,25
action_revealed,robust,29,-6.4055079873991305,-4.377939979124795,6.446727544063857,25
action_revealed,robust,30,-4.128804717637,-4.377939979124795,6.446727544063857,25
action_revealed,robust,31,-2.1843765830769177,-4.377939979124795,6.446727544063857,25
action_revealed,robust,32,-5.131980184190073,-4.377939979124795,6.446727544063857,25
action_revealed,robust,33,-2.1653922654477666,-4.377939979124795,6.446727544063857,25
action_revealed,robust,34,-0.8891520984675804,-4.377939979124795,6.446727544063857,25
